Which  of  the  following  statements  is  correct? If somebody buys a bond of firm B,2,mbj7g6v1,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
Which of the following statements is correct?,1,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,bi2jfx42,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,izacs7fd,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which of the following statements is correct?,1,yq3wii2n,vmu7c279,FULL STUDY,21,Female,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,fcp9s0do,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,fcp9s0do,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",1,iwam94ip,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which of the following statements is correct?,1,cj9n1uj4,vmu7c279,FULL STUDY,22,Female,undergraduate: 3d year
"Suppose  you  owe  $3,000  on  your  credit  card.  You pay a minimum payment of $30 each month. At an annual percentage rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges?",3,y0d7uk3z,vmu7c279,FULL STUDY,21,Female,undergraduate: 4th year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which of the following statements is correct?,1,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,dhiqzueo,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
Which of the following statements is correct?,1,dhiqzueo,vmu7c279,FULL STUDY,21,Male,undergraduate: 3d year
Which of the following statements is correct?,1,l1c1hcmk,vmu7c279,FULL STUDY,22,Male,undergraduate: 4th year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,7qzgrb99,vmu7c279,FULL STUDY,22,Male,undergraduate: 3d year
"Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year, with the money in this account, would you be able to buy",2,7qzgrb99,vmu7c279,FULL STUDY,22,Male,undergraduate: 3d year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,41x3lsag,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,41x3lsag,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""Bonds are normally riskier than stocks.""",1,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.",0,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Normally, which asset described below displays the highest fluctuations over time?",1,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"When an investor spreads his money among different assets, does the risk of losing a lot of money",2,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Considering  a  long  time  period  (for  example,  10  or 20  years),  which  asset  described  below  normally  gives  the highest return?",1,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false?  ""A stock mutual fund combines the money of many investors to buy a variety of stocks.""",0,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which of the following statements is correct?,1,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which  of  the  following  statements  is  correct? If somebody buys a bond of firm B,2,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Suppose  you  owe  $3,000  on  your  credit  card.  You pay a minimum payment of $30 each month. At an annual percentage rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges?",3,bi5jp617,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year, with the money in this account, would you be able to buy",2,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Do you think that the following statement is true or false? ""Bonds are normally riskier than stocks.""",1,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.",0,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Normally, which asset described below displays the highest fluctuations over time?",1,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"When an investor spreads his money among different assets, does the risk of losing a lot of money",2,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Considering  a  long  time  period  (for  example,  10  or 20  years),  which  asset  described  below  normally  gives  the highest return?",2,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Do you think that the following statement is true or false?  ""A stock mutual fund combines the money of many investors to buy a variety of stocks.""",0,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
Which of the following statements is correct?,1,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
Which  of  the  following  statements  is  correct? If somebody buys a bond of firm B,2,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Suppose  you  owe  $3,000  on  your  credit  card.  You pay a minimum payment of $30 each month. At an annual percentage rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges?",3,pg5m7phh,vmu7c279,FULL STUDY,21,Male,undergraduate: 4th year
"Suppose you had $100 in a savings account and the interest rate was 3% per year. After 4 years, how much do you think you would have in the account if you left the money to grow?",0,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year, with the money in this account, would you be able to buy",2,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""Bonds are normally riskier than stocks.""",1,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.",0,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Normally, which asset described below displays the highest fluctuations over time?",1,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"When an investor spreads his money among different assets, does the risk of losing a lot of money",2,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Considering  a  long  time  period  (for  example,  10  or 20  years),  which  asset  described  below  normally  gives  the highest return?",1,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false?  ""A stock mutual fund combines the money of many investors to buy a variety of stocks.""",0,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
Which  of  the  following  statements  is  correct? If somebody buys a bond of firm B,2,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Suppose  you  owe  $3,000  on  your  credit  card.  You pay a minimum payment of $30 each month. At an annual percentage rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges?",3,wrahuh7u,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year, with the money in this account, would you be able to buy",2,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Do you think that the following statement is true or false? ""Bonds are normally riskier than stocks.""",1,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.",0,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Normally, which asset described below displays the highest fluctuations over time?",1,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"When an investor spreads his money among different assets, does the risk of losing a lot of money",2,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Considering  a  long  time  period  (for  example,  10  or 20  years),  which  asset  described  below  normally  gives  the highest return?",1,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it  would  be  possible  to  have  less  than $1,000  when  you withdraw your money.""",0,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Do you think that the following statement is true or false?  ""A stock mutual fund combines the money of many investors to buy a variety of stocks.""",0,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
Which of the following statements is correct?,1,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
Which  of  the  following  statements  is  correct? If somebody buys a bond of firm B,2,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Suppose  you  owe  $3,000  on  your  credit  card.  You pay a minimum payment of $30 each month. At an annual percentage rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges?",3,k744ov5s,vmu7c279,FULL STUDY,21,Female,undergraduate: 2nd year
"Imagine that the interest rate on your savings account was 1% per year and inflation was 2% per year. After 1 year, with the money in this account, would you be able to buy",2,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Do you think that the following statement is true or false? ""Bonds are normally riskier than stocks.""",1,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.",0,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"Normally, which asset described below displays the highest fluctuations over time?",1,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
"When an investor spreads his money among different assets, does the risk of losing a lot of money",2,9xz1zuoz,vmu7c279,FULL STUDY,20,Female,undergraduate: 3d year
