,id,round_number,owner,name,timestamp,body,balance,tick_number,n_transactions,participant_code,session_code,treatment,player.intermediary_payoff,player.inner_name,round_starts,price,price_shift,trade_direction,capital_gains,trades_within_tick,prev_name,duplicate_order,first_trade,filtered_prob,optimal_trade_count,red_alert,green_alert,player.block_name,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,round_block,gamified,salient,ingame_experience,accuracy_pred_zero,player.knowledge,overconfidence,PGR,PLR,PGR_alerts,PLR_alerts,prediction,prediction_accuracy,prediction_confidence,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
20,5371,3,Player object (1705),sell,2023-03-10 13:42:31.990745+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 229, ""market"": ""A""}",190.0,43.0,5.0,0nyvn1ih,t7od4xlw,FULL STUDY,195.0,s1,1,120,100.0,1,20.0,1,buy,0,sell,0.5357259670782416,19,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[3, 'block 1 (G first)']",1,1,0,1.0,7.0,-0.30000000000000004,0.23529411764705882,0.0,0.0,0.0,5,0.75,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
21,5379,3,Player object (1705),buy,2023-03-10 13:43:22.447269+00:00,"{""priceA"": 115, ""sharesA"": 1, ""secs_since_round_starts"": 279, ""market"": ""A""}",75.0,52.0,6.0,0nyvn1ih,t7od4xlw,FULL STUDY,195.0,s1,1,115,120.0,-1,,1,sell,0,sell,0.4367228334197354,19,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[3, 'block 1 (G first)']",1,1,0,1.0,7.0,-0.30000000000000004,0.23529411764705882,0.0,0.0,0.0,5,0.75,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
22,5381,3,Player object (1705),sell,2023-03-10 13:43:25.772417+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 283, ""market"": ""A""}",205.0,53.0,7.0,0nyvn1ih,t7od4xlw,FULL STUDY,195.0,s1,1,130,115.0,1,15.0,1,buy,0,sell,0.4905868559773416,19,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[3, 'block 1 (G first)']",1,1,0,1.0,7.0,-0.30000000000000004,0.23529411764705882,0.0,0.0,0.0,5,0.75,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
23,5384,3,Player object (1705),buy,2023-03-10 13:44:00.252421+00:00,"{""priceA"": 125, ""sharesA"": 1, ""secs_since_round_starts"": 317, ""market"": ""A""}",80.0,59.0,8.0,0nyvn1ih,t7od4xlw,FULL STUDY,195.0,s1,1,125,130.0,-1,,1,sell,0,sell,0.4946618842475483,19,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[3, 'block 1 (G first)']",1,1,0,1.0,7.0,-0.30000000000000004,0.23529411764705882,0.0,0.0,0.0,5,0.75,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
24,5390,4,Player object (1885),sell,2023-03-10 13:45:19.528519+00:00,"{""priceA"": 75, ""sharesA"": 0, ""secs_since_round_starts"": 67, ""market"": ""A""}",125.0,13.0,1.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,75,,1,,1,,0,sell,0.479681559969247,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
25,5392,4,Player object (1885),buy,2023-03-10 13:45:46.274788+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 93, ""market"": ""A""}",55.0,18.0,2.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,70,75.0,-1,,1,sell,0,sell,0.4407118028401492,14,1,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
26,5393,4,Player object (1885),sell,2023-03-10 13:45:51.160543+00:00,"{""priceA"": 85, ""sharesA"": 0, ""secs_since_round_starts"": 98, ""market"": ""A""}",140.0,19.0,3.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,85,70.0,1,15.0,1,buy,0,sell,0.4934202415852731,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
27,5394,4,Player object (1885),buy,2023-03-10 13:45:56.459836+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 104, ""market"": ""A""}",70.0,20.0,4.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,70,85.0,-1,,1,sell,0,sell,0.4604462199730844,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
28,5398,4,Player object (1885),sell,2023-03-10 13:47:02.530280+00:00,"{""priceA"": 95, ""sharesA"": 0, ""secs_since_round_starts"": 170, ""market"": ""A""}",165.0,32.0,6.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,95,55.0,1,40.0,1,buy,0,sell,0.5179404569050043,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
29,5399,4,Player object (1885),buy,2023-03-10 13:47:34.944968+00:00,"{""priceA"": 65, ""sharesA"": 1, ""secs_since_round_starts"": 202, ""market"": ""A""}",100.0,38.0,7.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,65,95.0,-1,,1,sell,0,sell,0.4355009867455686,14,1,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
30,5400,4,Player object (1885),sell,2023-03-10 13:47:40.112838+00:00,"{""priceA"": 80, ""sharesA"": 0, ""secs_since_round_starts"": 207, ""market"": ""A""}",180.0,39.0,8.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,80,65.0,1,15.0,1,buy,0,sell,0.4897180556691627,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
31,5401,4,Player object (1885),buy,2023-03-10 13:48:15.035905+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 242, ""market"": ""A""}",80.0,45.0,9.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,100,80.0,-1,,1,sell,0,sell,0.5193741863096629,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
32,5402,4,Player object (1885),sell,2023-03-10 13:48:45.187571+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 272, ""market"": ""A""}",200.0,50.0,10.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,120,100.0,1,20.0,1,buy,0,sell,0.5591364702939366,14,0,1,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
33,5403,4,Player object (1885),buy,2023-03-10 13:49:06.714391+00:00,"{""priceA"": 85, ""sharesA"": 1, ""secs_since_round_starts"": 294, ""market"": ""A""}",115.0,54.0,11.0,0nyvn1ih,t7od4xlw,FULL STUDY,190.0,s1,1,85,120.0,-1,,1,sell,0,sell,0.4957421237757241,14,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[4, 'block 1 (G first)']",0,0,0,1.0,7.0,-0.30000000000000004,0.4444444444444444,0.041666666666666664,0.5,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
34,5407,5,Player object (2065),sell,2023-03-10 13:51:32.560397+00:00,"{""priceA"": 105, ""sharesA"": 0, ""secs_since_round_starts"": 106, ""market"": ""A""}",155.0,21.0,1.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,105,,1,,1,,0,sell,0.5510362930796925,17,0,1,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
35,5408,5,Player object (2065),buy,2023-03-10 13:52:16.484726+00:00,"{""priceA"": 80, ""sharesA"": 1, ""secs_since_round_starts"": 150, ""market"": ""A""}",75.0,29.0,2.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,80,105.0,-1,,1,sell,0,sell,0.4304345659865384,17,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
36,5410,5,Player object (2065),sell,2023-03-10 13:52:44.757031+00:00,"{""priceA"": 110, ""sharesA"": 0, ""secs_since_round_starts"": 178, ""market"": ""A""}",185.0,33.0,3.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,110,80.0,1,30.0,1,buy,0,sell,0.5480287979668599,17,0,1,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
37,5411,5,Player object (2065),buy,2023-03-10 13:53:17.141333+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 210, ""market"": ""A""}",115.0,39.0,4.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,70,110.0,-1,,1,sell,0,sell,0.4317803147869401,17,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
38,5412,5,Player object (2065),sell,2023-03-10 13:53:56.600833+00:00,"{""priceA"": 95, ""sharesA"": 0, ""secs_since_round_starts"": 250, ""market"": ""A""}",210.0,46.0,5.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,95,70.0,1,25.0,1,buy,0,sell,0.4967862103563366,17,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
39,5413,5,Player object (2065),buy,2023-03-10 13:54:07.606989+00:00,"{""priceA"": 75, ""sharesA"": 1, ""secs_since_round_starts"": 261, ""market"": ""A""}",135.0,48.0,6.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,75,95.0,-1,,1,sell,0,sell,0.4393932183506925,17,1,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
40,5414,5,Player object (2065),sell,2023-03-10 13:54:30.544402+00:00,"{""priceA"": 95, ""sharesA"": 0, ""secs_since_round_starts"": 284, ""market"": ""A""}",230.0,52.0,7.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,95,75.0,1,20.0,1,buy,0,sell,0.5397855680881701,17,0,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
41,5415,5,Player object (2065),buy,2023-03-10 13:55:06.657188+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 320, ""market"": ""A""}",160.0,59.0,8.0,0nyvn1ih,t7od4xlw,FULL STUDY,225.0,s1,1,70,95.0,-1,,1,sell,0,sell,0.4327023062729965,17,1,0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,"[5, 'block 1 (G first)']",0,1,0,1.0,7.0,-0.30000000000000004,0.2857142857142857,0.0,0.6666666666666666,0.0,5,0.25,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
42,5223,2,Player object (1518),sell,2023-03-10 13:20:15.032401+00:00,"{""priceA"": 85, ""sharesA"": 0, ""secs_since_round_starts"": 118, ""market"": ""A""}",135.0,11.0,1.0,0ysr1j7s,t7od4xlw,FULL STUDY,185.0,s4,1,85,,1,,1,,0,sell,0.5,0,0,0,block 3 (G second),19.0,8.0,Male,0.0,0.0,0.0,"[2, 'block 3 (G second)']",0,0,1,0.5,2.0,-0.4666666666666666,0.21428571428571427,0.045454545454545456,0.3333333333333333,0.0,4,0.75,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,,
43,5226,2,Player object (1518),buy,2023-03-10 13:20:29.431898+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 133, ""market"": ""A""}",65.0,14.0,2.0,0ysr1j7s,t7od4xlw,FULL STUDY,185.0,s4,1,70,85.0,-1,,1,sell,0,sell,0.5,0,0,0,block 3 (G second),19.0,8.0,Male,0.0,0.0,0.0,"[2, 'block 3 (G second)']",0,0,1,0.5,2.0,-0.4666666666666666,0.21428571428571427,0.045454545454545456,0.3333333333333333,0.0,4,0.75,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,,
