,participant_code,round_number,player.inner_name,n_transactions,optimal_trade_count,gamified,salient,player.intermediary_payoff,ingame_experience,accuracy_pred_zero,player.knowledge,overconfidence,PGR,PLR,PGR_alerts,PLR_alerts,excessive_trading,diff_PGR_PLR,diff_PGR_PLR_alerts,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,count_buy,count_sell,filtered_prob_buy,filtered_prob_sell,std_buy_prob,std_sell_prob,prediction,prediction_accuracy,prediction_confidence,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
10,00x79kxm,5,s1,8,17.0,1.0,1.0,180.0,1.0,0.5,8.0,-0.11666666666666659,0.17647058823529413,0.08333333333333333,0.25,0.0,0.47058823529411764,0.0931372549019608,0.25,54.0,11.0,Female,0.0,1.0,0.0,4.0,4.0,0.49939966962159094,0.5245118476625656,0.013893101664549943,0.015730431731414092,2.0,1.0,0.25,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
11,025619n8,2,s4,10,0.0,0.0,0.0,180.0,1.0,0.0,7.0,-0.30000000000000004,0.5,0.038461538461538464,1.0,0.0,,0.46153846153846156,1.0,61.0,12.0,Female,0.0,1.0,0.0,5.0,5.0,0.5,0.5,0.0,0.0,3.0,1.0,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
12,025619n8,3,s4,8,0.0,0.0,1.0,215.0,1.0,0.0,7.0,-0.30000000000000004,0.2727272727272727,0.0,0.0,0.0,,0.2727272727272727,0.0,61.0,12.0,Female,0.0,1.0,0.0,4.0,4.0,0.5,0.5,0.0,0.0,4.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
13,025619n8,4,s4,9,0.0,1.0,0.0,160.0,1.0,0.5,7.0,-0.30000000000000004,0.2857142857142857,0.06666666666666667,0.0,0.2,,0.21904761904761905,-0.2,61.0,12.0,Female,0.0,1.0,0.0,4.0,5.0,0.5,0.5,0.0,0.0,4.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
14,025619n8,5,s4,19,0.0,1.0,1.0,230.0,1.0,0.5,7.0,-0.30000000000000004,0.888888888888889,0.09090909090909091,1.0,0.25,,0.797979797979798,0.75,61.0,12.0,Female,0.0,1.0,0.0,9.0,10.0,0.5,0.5,0.0,0.0,4.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
15,02c5xzpq,2,s2,6,16.0,0.0,1.0,195.0,1.0,0.5,5.0,-0.5,0.20000000000000004,0.0,0.0,0.0,0.375,0.20000000000000004,0.0,34.0,12.0,Male,0.0,1.0,1.0,3.0,3.0,0.45421512911887413,0.5464221517912403,0.015580921474528655,0.027786630569218766,4.0,1.0,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
16,02c5xzpq,3,s2,12,19.0,0.0,0.0,245.0,1.0,0.5,5.0,-0.5,0.42857142857142855,0.0,1.0,0.0,0.631578947368421,0.42857142857142855,1.0,34.0,12.0,Male,0.0,1.0,1.0,6.0,6.0,0.45432966035451633,0.5287955328666966,0.016756632015690776,0.022416043852270893,1.0,0.25,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
17,02c5xzpq,4,s2,6,14.0,1.0,1.0,190.0,1.0,0.5,5.0,-0.5,0.25,0.05000000000000001,0.0,0.0,0.42857142857142855,0.19999999999999998,0.0,34.0,12.0,Male,0.0,1.0,1.0,3.0,3.0,0.44725488130818486,0.5632639517722802,0.008654075769888678,0.021549579440710412,4.0,0.5,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
18,02c5xzpq,5,s2,6,17.0,1.0,0.0,145.0,1.0,0.5,5.0,-0.5,0.1818181818181818,0.0,0.5,0.0,0.35294117647058826,0.1818181818181818,0.5,34.0,12.0,Male,0.0,1.0,1.0,3.0,3.0,0.47828470825912595,0.5482254194222637,0.002076192480120546,0.025076320718561067,4.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
19,03a0alqr,2,s2,11,16.0,0.0,0.0,100.0,1.0,0.5,3.0,0.04999999999999998,0.125,0.4285714285714286,0.5,0.3333333333333333,0.6875,-0.3035714285714286,0.16666666666666669,36.0,3.0,Female,0.0,0.0,0.0,6.0,8.0,0.5243672950060899,0.4993695940696805,0.03890966740853879,0.045488029946830114,4.0,1.0,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
20,03a0alqr,5,s2,8,17.0,1.0,1.0,160.0,1.0,1.0,3.0,0.04999999999999999,0.14285714285714285,0.16666666666666666,0.5,0.3333333333333333,0.47058823529411764,-0.023809523809523808,0.16666666666666669,36.0,3.0,Female,0.0,0.0,0.0,5.0,5.0,0.48007177562268044,0.5343169159266777,0.03640610632361134,0.029119736273222663,4.0,0.5,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
21,048nxn54,2,s2,4,16.0,1.0,1.0,175.0,0.0,0.0,9.0,-0.016666666666666607,0.16666666666666666,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,25.0,11.0,Male,0.0,1.0,1.0,2.0,2.0,0.46219305479784756,0.5390090541999101,0.010180689522597054,0.04075966694213055,4.0,1.0,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
22,048nxn54,5,s2,7,17.0,0.0,0.0,205.0,0.0,0.5,9.0,-0.016666666666666607,0.13043478260869565,0.16666666666666666,0.25,0.3333333333333333,0.4117647058823529,-0.03623188405797101,-0.08333333333333331,25.0,11.0,Male,0.0,1.0,1.0,3.0,4.0,0.4492440540085318,0.5302820162233997,0.023959415180692015,0.030796954736421068,2.0,1.0,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
23,05ql5twx,2,s3,12,16.0,0.0,1.0,180.0,1.0,0.0,6.0,-0.15000000000000002,0.5,0.04545454545454545,1.0,0.14285714285714285,0.75,0.45454545454545453,0.8571428571428572,32.0,9.0,Male,1.0,1.0,1.0,6.0,6.0,0.47636028152010446,0.5264104462259085,0.03337849932505561,0.03900499838323358,3.0,0.75,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
24,05ql5twx,3,s3,14,19.0,0.0,0.0,180.0,1.0,0.0,6.0,-0.15000000000000005,0.5833333333333334,0.0,0.0,0.0,0.7368421052631579,0.5833333333333334,0.0,32.0,9.0,Male,1.0,1.0,1.0,8.0,8.0,0.48413883141763003,0.528688248044504,0.016497707455605037,0.01905730282101026,4.0,1.0,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
25,05ql5twx,4,s3,16,14.0,1.0,1.0,160.0,1.0,1.0,6.0,-0.15000000000000002,0.875,0.029411764705882353,,0.0,1.1428571428571428,0.8455882352941176,,32.0,9.0,Male,1.0,1.0,1.0,8.0,8.0,0.5127521610276856,0.5431291535447123,0.030090195155351072,0.024620945421831856,4.0,0.5,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
26,05ql5twx,5,s3,34,17.0,1.0,0.0,225.0,1.0,1.0,6.0,-0.15000000000000002,0.8571428571428571,0.21052631578947367,1.0,0.4,2.0,0.6466165413533834,0.6,32.0,9.0,Male,1.0,1.0,1.0,17.0,17.0,0.500779005026187,0.5258786267216063,0.039108165254681825,0.04450051505839814,4.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
27,05sh2kt3,2,s3,6,16.0,0.0,1.0,195.0,1.0,0.0,8.0,-0.19999999999999996,0.125,0.10000000000000002,0.5,0.0,0.375,0.02499999999999998,0.5,70.0,12.0,Male,0.0,1.0,1.0,3.0,3.0,0.4332933770552682,0.5267934744604675,0.011043713599386034,0.028821320417338953,4.0,1.0,0.5,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
28,05sh2kt3,3,s3,6,19.0,0.0,0.0,210.0,1.0,0.0,8.0,-0.19999999999999996,0.1875,0.0,1.0,0.0,0.3157894736842105,0.1875,1.0,70.0,12.0,Male,0.0,1.0,1.0,3.0,3.0,0.4705331227013998,0.5595809343151729,0.023512779056719956,0.0207101174347875,2.0,0.5,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
29,05sh2kt3,4,s3,4,14.0,1.0,1.0,175.0,1.0,0.0,8.0,-0.19999999999999996,0.2,0.030303030303030304,,0.0,0.2857142857142857,0.1696969696969697,,70.0,12.0,Male,0.0,1.0,1.0,2.0,2.0,0.43974322506454055,0.5283978682329775,0.005999430965508999,0.014789012927333704,2.0,1.0,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
30,05sh2kt3,5,s3,10,17.0,1.0,0.0,235.0,1.0,0.0,8.0,-0.19999999999999996,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5882352941176471,0.3333333333333333,0.6666666666666666,70.0,12.0,Male,0.0,1.0,1.0,5.0,5.0,0.44355582976870844,0.5398317819911814,0.009254579092299814,0.0288563958339537,4.0,0.5,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
31,082eh4as,4,s3,2,14.0,1.0,0.0,135.0,1.0,0.5,5.0,-0.33333333333333337,0.0,0.03225806451612903,,0.0,0.14285714285714285,-0.03225806451612903,,42.0,10.0,Male,0.0,1.0,1.0,1.0,1.0,0.4439854633835125,0.5151109892827086,,,4.0,0.5,0.5,Design 1,Design 1,Only trade on Design #1,4.0,3.0,4.0
32,08x4d9yo,2,s1,6,16.0,1.0,1.0,215.0,0.0,0.5,4.0,-0.3499999999999999,0.21428571428571427,0.0,0.3333333333333333,0.0,0.375,0.21428571428571427,0.3333333333333333,25.0,9.0,Female,0.0,1.0,1.0,3.0,3.0,0.4699273453694948,0.555910826317872,0.032013490163454165,0.017913966372258273,4.0,1.0,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
33,08x4d9yo,3,s1,8,19.0,1.0,0.0,195.0,0.0,0.5,4.0,-0.35,0.2,0.06666666666666667,0.0,0.0,0.42105263157894735,0.13333333333333336,0.0,25.0,9.0,Female,0.0,1.0,1.0,6.0,6.0,0.47539840594651495,0.5206429144060586,0.0425807918062211,0.01938858820263424,2.0,0.5,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
34,08x4d9yo,4,s1,4,14.0,0.0,1.0,160.0,0.0,0.5,4.0,-0.35,0.5,0.029411764705882353,,0.0,0.2857142857142857,0.47058823529411764,,25.0,9.0,Female,0.0,1.0,1.0,2.0,2.0,0.4668517595263376,0.5283978682329775,0.03233782612642284,0.014789012927333704,1.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
35,0aqvrav8,2,s1,6,16.0,1.0,0.0,200.0,0.0,0.0,1.0,-0.7333333333333334,0.1875,0.0,0.0,0.0,0.375,0.1875,0.0,61.0,10.0,Male,0.0,0.0,0.0,3.0,3.0,0.4595860798854979,0.5066144724958771,0.017581498139222027,0.017771136580288976,2.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
36,0aqvrav8,3,s1,3,19.0,1.0,1.0,195.0,0.0,0.5,1.0,-0.7333333333333334,0.10526315789473684,0.0,0.3333333333333333,0.0,0.15789473684210525,0.10526315789473684,0.3333333333333333,61.0,10.0,Male,0.0,0.0,0.0,1.0,2.0,0.4514823197003955,0.5528901492203663,,0.024273819172434794,2.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
37,0aqvrav8,4,s1,4,14.0,0.0,0.0,155.0,0.0,0.0,1.0,-0.7333333333333334,0.5,0.043478260869565216,1.0,0.0,0.2857142857142857,0.4565217391304348,1.0,61.0,10.0,Male,0.0,0.0,0.0,2.0,2.0,0.4522158416782984,0.5511511685945206,0.011639512607947388,0.002480480404436548,2.0,1.0,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
38,0b8crlqg,2,s3,18,16.0,0.0,0.0,200.0,1.0,0.5,5.0,-0.33333333333333337,0.2,0.6,0.0,,1.125,-0.39999999999999997,,26.0,10.0,Male,0.0,0.0,0.0,9.0,9.0,0.5034048768966508,0.4857801313858421,0.02994614682879454,0.030655881084467904,4.0,1.0,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
39,0b8crlqg,3,s3,17,19.0,0.0,1.0,120.0,1.0,0.5,5.0,-0.33333333333333337,0.23076923076923078,0.38461538461538464,0.0,0.5,0.8947368421052632,-0.15384615384615385,-0.5,26.0,10.0,Male,0.0,0.0,0.0,8.0,9.0,0.5121108711303528,0.4774413424906813,0.02541197509322759,0.023955661494612486,2.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
40,0b8crlqg,4,s3,20,14.0,1.0,0.0,220.0,1.0,0.5,5.0,-0.33333333333333337,0.2,0.6666666666666666,0.0,,1.4285714285714286,-0.4666666666666666,,26.0,10.0,Male,0.0,0.0,0.0,14.0,15.0,0.47705511017326396,0.4826016812842055,0.0384777150351911,0.03758456886472137,2.0,1.0,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
41,0c4c5dnf,2,s1,3,16.0,1.0,1.0,160.0,0.0,0.0,2.0,-0.6333333333333333,0.06666666666666667,0.20000000000000004,0.5,0.0,0.1875,-0.13333333333333336,0.5,24.0,10.0,Female,0.0,0.0,0.0,1.0,2.0,0.4785999259850118,0.5258186057727372,,0.03356054503999674,4.0,1.0,0.25,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
42,0c4c5dnf,3,s1,3,19.0,1.0,0.0,190.0,0.0,0.0,2.0,-0.6333333333333333,0.10526315789473684,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,24.0,10.0,Female,0.0,0.0,0.0,1.0,2.0,0.443819468959905,0.5258706345740749,,0.005263147554801786,3.0,0.75,0.25,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
43,0c4c5dnf,4,s1,2,14.0,0.0,1.0,170.0,0.0,0.0,2.0,-0.6333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,24.0,10.0,Female,0.0,0.0,0.0,1.0,1.0,0.4231688687101841,0.5337204628349665,,,1.0,0.75,0.5,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
44,0c4c5dnf,5,s1,6,17.0,0.0,0.0,235.0,0.0,0.0,2.0,-0.6333333333333333,0.17647058823529413,0.0,0.3333333333333333,0.0,0.35294117647058826,0.17647058823529413,0.3333333333333333,24.0,10.0,Female,0.0,0.0,0.0,3.0,3.0,0.4295420724329348,0.5634346029394033,0.011140200032173163,0.010865804617149382,4.0,0.5,0.5,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
45,0c50marp,2,s1,2,16.0,0.0,0.0,180.0,1.0,0.5,7.0,-0.21666666666666667,0.09090909090909091,0.0,0.5,0.0,0.125,0.09090909090909091,0.5,60.0,11.0,Female,0.0,0.0,0.0,1.0,1.0,0.4439176376077041,0.5813773703663461,,,4.0,1.0,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
46,0c50marp,3,s1,2,19.0,0.0,1.0,170.0,1.0,0.0,7.0,-0.21666666666666667,0.041666666666666664,0.0,0.0,0.0,0.10526315789473684,0.041666666666666664,0.0,60.0,11.0,Female,0.0,0.0,0.0,1.0,1.0,0.4613046310449969,0.5357259670782416,,,2.0,0.5,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
47,0c50marp,4,s1,6,14.0,1.0,0.0,190.0,1.0,0.0,7.0,-0.21666666666666667,0.2857142857142857,0.041666666666666664,0.0,0.0,0.42857142857142855,0.24404761904761904,0.0,60.0,11.0,Female,0.0,0.0,0.0,3.0,3.0,0.45383302035249656,0.5531772892521166,0.00869395925157961,0.01653926908820454,2.0,1.0,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
48,0d88h9ec,3,s2,11,19.0,1.0,1.0,155.0,0.0,0.5,5.0,-0.33333333333333337,0.1111111111111111,0.4285714285714286,0.2,0.3333333333333333,0.5789473684210527,-0.3174603174603175,-0.1333333333333333,33.0,10.0,Male,0.0,1.0,0.0,5.0,6.0,0.48134523609931607,0.4912865494152571,0.03399862137519002,0.047668904597812915,4.0,1.0,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
49,0d88h9ec,4,s2,15,14.0,0.0,0.0,100.0,0.0,0.5,5.0,-0.33333333333333337,0.5,0.2222222222222222,1.0,0.0,1.0714285714285714,0.2777777777777778,1.0,33.0,10.0,Male,0.0,1.0,0.0,9.0,10.0,0.5080664315928498,0.4986278395204476,0.05802905179039074,0.053202382908465205,4.0,0.5,0.75,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
50,0d88h9ec,5,s2,8,17.0,0.0,1.0,80.0,0.0,1.0,5.0,-0.33333333333333337,0.5,0.13043478260869565,0.5,0.3333333333333333,0.47058823529411764,0.3695652173913043,0.16666666666666669,33.0,10.0,Male,0.0,1.0,0.0,4.0,4.0,0.5240153001248382,0.5002158116205087,0.028768867768275686,0.06036889227227215,5.0,0.25,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
51,0ie8fi28,3,s2,6,19.0,0.0,0.0,235.0,1.0,0.5,4.0,-0.6,0.10714285714285714,0.0,0.3333333333333333,0.0,0.3157894736842105,0.10714285714285714,0.3333333333333333,50.0,12.0,Male,0.0,0.0,0.0,3.0,3.0,0.44287430184669957,0.5457176195473825,0.005612434628850851,0.023872483183576394,3.0,0.75,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
52,0ie8fi28,4,s2,4,14.0,1.0,1.0,120.0,1.0,0.0,4.0,-0.6,,0.024390243902439025,,0.0,0.2857142857142857,,,50.0,12.0,Male,0.0,0.0,0.0,2.0,2.0,0.5016057124597857,0.5384150313028662,0.045417115532807265,0.03295689228301933,2.0,1.0,0.25,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
53,0ie8fi28,5,s2,7,17.0,1.0,0.0,205.0,1.0,0.0,4.0,-0.6,0.5,0.0,0.6666666666666666,0.0,0.4117647058823529,0.5,0.6666666666666666,50.0,12.0,Male,0.0,0.0,0.0,3.0,4.0,0.45466455063478756,0.5504843649258718,0.0070926921113468825,0.015616838629176535,3.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
54,0j2cnjuc,2,s1,4,16.0,0.0,1.0,120.0,1.0,0.0,7.0,-0.050000000000000044,0.16666666666666666,0.07142857142857142,0.0,0.3333333333333333,0.25,0.09523809523809523,-0.3333333333333333,33.0,9.0,Male,0.0,1.0,1.0,2.0,2.0,0.5241265253671626,0.5055376045823022,0.049227372220125805,0.09984307661799088,2.0,0.5,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
55,0j2cnjuc,3,s1,6,19.0,0.0,0.0,215.0,1.0,0.5,7.0,-0.050000000000000044,0.17647058823529413,0.0,0.5,0.0,0.3157894736842105,0.17647058823529413,0.5,33.0,9.0,Male,0.0,1.0,1.0,3.0,3.0,0.47333530087678927,0.5278610808879682,0.026391961690692082,0.049504670595966735,2.0,0.5,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
56,0j2cnjuc,4,s1,6,14.0,1.0,1.0,150.0,1.0,0.5,7.0,-0.050000000000000044,1.0,0.027777777777777776,,0.0,0.42857142857142855,0.9722222222222222,,33.0,9.0,Male,0.0,1.0,1.0,3.0,3.0,0.45917658161999747,0.5078718550509471,0.009734758520511547,0.009137580586649548,1.0,0.75,0.75,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
57,0j2cnjuc,5,s1,16,17.0,1.0,0.0,225.0,1.0,0.0,7.0,-0.050000000000000044,0.5,0.16666666666666666,1.0,0.5,0.9411764705882353,0.33333333333333337,0.5,33.0,9.0,Male,0.0,1.0,1.0,8.0,8.0,0.46856427348724555,0.5320592758980491,0.043900507486213956,0.021949245304076815,5.0,0.25,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
58,0kpdug7u,2,s1,6,16.0,0.0,0.0,215.0,1.0,0.5,2.0,-0.4666666666666666,0.23076923076923075,0.0,0.0,0.0,0.375,0.23076923076923075,0.0,27.0,8.0,Male,0.0,0.0,1.0,3.0,3.0,0.4714972648856697,0.5244651955199446,0.053972718075508054,0.044950208585647015,4.0,1.0,0.5,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
59,0kpdug7u,3,s1,1,19.0,0.0,1.0,185.0,1.0,0.5,2.0,-0.4666666666666666,0.037037037037037035,0.0,0.0,0.0,0.05263157894736842,0.037037037037037035,0.0,27.0,8.0,Male,0.0,0.0,1.0,0.0,1.0,,0.5396981283875847,,,4.0,1.0,0.75,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
60,0kpdug7u,4,s1,2,14.0,1.0,0.0,145.0,1.0,0.5,2.0,-0.4666666666666666,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,27.0,8.0,Male,0.0,0.0,1.0,1.0,1.0,0.4897180556691627,0.5337204628349665,,,4.0,0.5,0.75,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
61,0kpdug7u,5,s1,8,17.0,1.0,1.0,245.0,1.0,0.5,2.0,-0.4666666666666666,0.13636363636363635,0.0,0.0,0.0,0.47058823529411764,0.13636363636363635,0.0,27.0,8.0,Male,0.0,0.0,1.0,4.0,4.0,0.4448560010592276,0.546148791056461,0.015914900385744658,0.02523158672749519,4.0,0.5,0.75,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
62,0mendpyl,3,s4,1,0.0,0.0,0.0,170.0,1.0,0.5,7.0,-0.13333333333333341,0.3333333333333333,0.0,,0.0,,0.3333333333333333,,53.0,10.0,Female,0.0,1.0,0.0,0.0,1.0,,0.5,,,2.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
63,0mendpyl,4,s4,3,0.0,1.0,1.0,195.0,1.0,0.5,7.0,-0.13333333333333341,0.25,0.0,,0.0,,0.25,,53.0,10.0,Female,0.0,1.0,0.0,1.0,2.0,0.5,0.5,,0.0,2.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
64,0mendpyl,5,s4,4,0.0,1.0,0.0,195.0,1.0,0.5,7.0,-0.13333333333333341,0.09523809523809523,0.0,0.0,0.0,,0.09523809523809523,0.0,53.0,10.0,Female,0.0,1.0,0.0,2.0,2.0,0.5,0.5,0.0,0.0,4.0,0.75,0.5,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
