,player.inner_name,participant_code,round_number,price,tick_number,filtered_prob,red_alert,green_alert,optimal_trade_sign,name,position_delta,position,position_lag,purchase_price,capital_gains,red_alert_L1,red_alert_L2,red_alert_L3,green_alert_L1,green_alert_L2,green_alert_L3,player.block_name,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,ingame_experience,gamified,salient,prediction,prediction_accuracy,player.knowledge,accuracy_pred_zero
17,s1,0nyvn1ih,2,140,22,0.5695815034421478,0,0,0,,0,1,1.0,130.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
18,s1,0nyvn1ih,2,150,23,0.5825581483921976,0,1,0,,0,1,1.0,130.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
19,s1,0nyvn1ih,2,160,24,0.5912834651029929,0,0,0,,0,1,1.0,130.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
20,s1,0nyvn1ih,2,145,25,0.5294358264188312,0,0,0,sell,-1,0,1.0,130.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
21,s1,0nyvn1ih,2,140,26,0.4855198313469848,0,0,1,,0,0,0.0,130.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
22,s1,0nyvn1ih,2,125,27,0.4549942201992644,1,0,0,,0,0,0.0,130.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
23,s1,0nyvn1ih,2,120,28,0.4340892272841542,0,0,0,,0,0,0.0,130.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
24,s1,0nyvn1ih,2,115,29,0.41991811093665,0,0,0,,0,0,0.0,130.0,-15.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
25,s1,0nyvn1ih,2,125,30,0.4785999259850118,0,0,0,buy,1,1,0.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
26,s1,0nyvn1ih,2,130,31,0.5201060021764525,0,0,-1,,0,1,1.0,125.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
27,s1,0nyvn1ih,2,135,32,0.5488776546772527,0,1,0,,0,1,1.0,125.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
28,s1,0nyvn1ih,2,130,33,0.499206602391208,0,0,1,,0,1,1.0,125.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
29,s1,0nyvn1ih,2,125,34,0.4644502626891607,0,0,0,sell,-1,0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
30,s1,0nyvn1ih,2,140,35,0.5101876173062244,0,0,-1,buy,1,1,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
31,s1,0nyvn1ih,2,150,36,0.542045663089369,0,0,0,,0,1,1.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
32,s1,0nyvn1ih,2,145,37,0.494384744736363,0,0,1,sell,-1,0,1.0,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
33,s1,0nyvn1ih,2,140,38,0.4611129934091434,0,0,0,,0,0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
34,s1,0nyvn1ih,2,125,39,0.4382592777609274,1,0,0,,0,0,0.0,140.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
35,s1,0nyvn1ih,2,140,40,0.4916787423410894,0,0,0,,0,0,0.0,140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
36,s1,0nyvn1ih,2,135,41,0.4592429496222846,0,0,0,,0,0,0.0,140.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
37,s1,0nyvn1ih,2,130,42,0.4369837361437204,0,0,0,,0,0,0.0,140.0,-10.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
38,s1,0nyvn1ih,2,125,43,0.4218732662739463,1,0,0,buy,1,1,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
39,s1,0nyvn1ih,2,130,44,0.4799987600827208,0,0,0,sell,-1,0,1.0,125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
40,s1,0nyvn1ih,2,140,45,0.5210834711709403,0,0,-1,buy,1,1,0.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
41,s1,0nyvn1ih,2,155,46,0.5495494947508355,0,1,0,,0,1,1.0,140.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
42,s1,0nyvn1ih,2,140,47,0.4996814899229063,0,0,1,,0,1,1.0,140.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
43,s1,0nyvn1ih,2,155,48,0.5347792584548927,0,0,-1,sell,-1,0,1.0,140.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
44,s1,0nyvn1ih,2,170,49,0.5589355340840079,0,0,0,,0,0,0.0,140.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
45,s1,0nyvn1ih,2,155,50,0.5063294801170398,0,0,0,,0,0,0.0,140.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
46,s1,0nyvn1ih,2,140,51,0.4693918893964308,0,0,1,,0,0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
47,s1,0nyvn1ih,2,125,52,0.4439176376077041,1,0,0,buy,1,1,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
48,s1,0nyvn1ih,2,135,53,0.4956940487416096,0,0,0,sell,-1,0,1.0,125.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
49,s1,0nyvn1ih,2,145,54,0.5320134037503595,0,0,-1,,0,0,0.0,125.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
50,s1,0nyvn1ih,2,135,55,0.4873282494519479,0,0,1,,0,0,0.0,125.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
51,s1,0nyvn1ih,2,125,56,0.4562406760637778,0,0,0,buy,1,1,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
52,s1,0nyvn1ih,2,110,57,0.4349378880511929,1,0,0,,0,1,1.0,125.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
53,s1,0nyvn1ih,2,115,58,0.4893175166503174,0,0,0,,0,1,1.0,125.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
54,s1,0nyvn1ih,2,120,59,0.527581188773189,0,0,-1,,0,1,1.0,125.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
55,s1,0nyvn1ih,2,125,60,0.5540089061739091,0,1,0,,0,1,1.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,0.0,4,1.0,7.0,1.0
56,s1,0nyvn1ih,3,85,5,0.4359236129587721,1,0,0,,0,1,1.0,100.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
57,s1,0nyvn1ih,3,95,6,0.4900186148515444,0,0,0,,0,1,1.0,100.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
58,s1,0nyvn1ih,3,90,7,0.4580966810292103,0,0,0,,0,1,1.0,100.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
59,s1,0nyvn1ih,3,100,8,0.5057155770500936,0,0,-1,,0,1,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
60,s1,0nyvn1ih,3,110,9,0.5389563723055646,0,0,0,,0,1,1.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
61,s1,0nyvn1ih,3,95,10,0.4922087569005138,0,0,1,,0,1,1.0,100.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
62,s1,0nyvn1ih,3,110,11,0.5295922419004607,0,0,-1,sell,-1,0,1.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
63,s1,0nyvn1ih,3,120,12,0.5553867656170776,0,0,0,,0,0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
64,s1,0nyvn1ih,3,130,13,0.5729625045047859,0,1,0,,0,0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
65,s1,0nyvn1ih,3,125,14,0.5163117828594225,0,0,0,,0,0,0.0,100.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
66,s1,0nyvn1ih,3,110,15,0.4763410641166328,0,0,1,,0,0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
67,s1,0nyvn1ih,3,100,16,0.4486815727575955,1,0,0,buy,1,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
68,s1,0nyvn1ih,3,105,17,0.4990675303551922,0,0,0,,0,1,1.0,100.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
69,s1,0nyvn1ih,3,110,18,0.5343536780010194,0,0,-1,,0,1,1.0,100.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
70,s1,0nyvn1ih,3,120,19,0.5586446427659006,0,1,0,,0,1,1.0,100.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
71,s1,0nyvn1ih,3,115,20,0.5061230669509241,0,0,0,,0,1,1.0,100.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
72,s1,0nyvn1ih,3,100,21,0.4692484881524699,0,0,1,,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
73,s1,0nyvn1ih,3,85,22,0.443819468959905,1,0,0,,0,1,1.0,100.0,-15.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
74,s1,0nyvn1ih,3,100,23,0.4956244642879559,0,0,0,,0,1,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
75,s1,0nyvn1ih,3,115,24,0.5319650978870379,0,0,-1,,0,1,1.0,100.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
76,s1,0nyvn1ih,3,110,25,0.4872943409941583,0,0,1,,0,1,1.0,100.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
77,s1,0nyvn1ih,3,115,26,0.526172546586359,0,0,-1,,0,1,1.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
78,s1,0nyvn1ih,3,105,27,0.4832330156747784,0,0,1,,0,1,1.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
79,s1,0nyvn1ih,3,110,28,0.5233413838959273,0,0,-1,sell,-1,0,1.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
80,s1,0nyvn1ih,3,115,29,0.5511004178331719,0,0,0,,0,0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
81,s1,0nyvn1ih,3,120,30,0.570054331362491,0,1,0,,0,0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
82,s1,0nyvn1ih,3,115,31,0.5142375118280191,0,0,0,,0,0,0.0,100.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
83,s1,0nyvn1ih,3,110,32,0.4748947710808772,0,0,1,,0,0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
84,s1,0nyvn1ih,3,100,33,0.4476889957041811,1,0,0,buy,1,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
85,s1,0nyvn1ih,3,110,34,0.4983651933170437,0,0,0,,0,1,1.0,100.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
86,s1,0nyvn1ih,3,105,35,0.463867449269012,0,0,0,,0,1,1.0,100.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
87,s1,0nyvn1ih,3,100,36,0.440139794868048,0,0,0,,0,1,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
88,s1,0nyvn1ih,3,95,37,0.4240076400585448,1,0,0,,0,1,1.0,100.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
89,s1,0nyvn1ih,3,100,38,0.4815245494229145,0,0,0,,0,1,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
90,s1,0nyvn1ih,3,115,39,0.5221490272476892,0,0,-1,,0,1,1.0,100.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
91,s1,0nyvn1ih,3,100,40,0.4804175727303482,0,0,1,,0,1,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
92,s1,0nyvn1ih,3,95,41,0.4514823197003955,0,0,0,,0,1,1.0,100.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
93,s1,0nyvn1ih,3,105,42,0.5010477910686952,0,0,-1,,0,1,1.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
94,s1,0nyvn1ih,3,120,43,0.5357259670782416,0,0,0,sell,-1,0,1.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
95,s1,0nyvn1ih,3,135,44,0.5595824488336746,0,1,0,,0,0,0.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
96,s1,0nyvn1ih,3,125,45,0.5067886105922249,0,0,0,,0,0,0.0,100.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
97,s1,0nyvn1ih,3,135,46,0.5396981283875847,0,0,0,,0,0,0.0,100.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
98,s1,0nyvn1ih,3,130,47,0.4927309765460438,0,0,1,,0,0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
99,s1,0nyvn1ih,3,125,48,0.4599698795591006,0,0,0,,0,0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
100,s1,0nyvn1ih,3,110,49,0.4374794566672981,1,0,0,,0,0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
101,s1,0nyvn1ih,3,125,50,0.4911246412164243,0,0,0,,0,0,0.0,100.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,block 1 (G first),23.0,12.0,Male,1.0,1.0,1.0,0,1.0,1.0,5,0.75,7.0,1.0
